자격구분코드,자격구분명,계열명,종목명,설명
T,국가기술자격,기술사,화약류관리기술사,화약류 안전관리 시스템 설계·발파 공법 자문·화약류 관련 법규 적용을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건축품질시험기술사,건축 재료·구조물의 품질 시험 계획 수립과 건축 품질 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건축구조기술사,건물의 구조 시스템 설계·구조 안전성 분석·내진 설계를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건축기계설비기술사,건물의 급배수·난방·환기·소방 기계 설비 시스템을 설계하고 감리하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건축전기설비기술사,건물의 전기·조명·통신·방재 설비 시스템을 설계하고 감리하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,건축시공기술사,건축 공사의 공정 계획·시공 관리·품질 및 안전 감리를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,전기철도기술사,전기철도의 급전 시스템·전차선·변전소를 설계하고 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,수자원개발기술사,댐·저수지·하천 정비 등 수자원 개발 시스템의 계획·설계와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,상하수도기술사,상수도·하수도 시스템의 계획·설계·감리와 수도 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,농어업토목기술사,농업용 저수지·농경지 정리·어항 시설 등 농어업 토목 구조물의 설계·감리를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,토목시공기술사,토목 공사의 시공 계획 수립·공정 관리·품질 및 안전 감리를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,토질및기초기술사,지반 조사·토질 분석·기초 설계와 지반 공학 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,지질및지반기술사,암반역학·지질 조사·지반 안정성 평가와 지반 공학 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,토목구조기술사,교량·터널·댐 등 토목 구조물의 구조 설계·안전성 평가와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,항만및해안기술사,항만·방파제·해안 구조물의 설계·시공 감리와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,도로및공항기술사,도로·고속도로·공항 활주로의 설계·포장 계획·성능 평가를 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,철도기술사,철도 노선 계획·궤도 설계·철도 운영 시스템 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,철도차량기술사,철도 차량의 설계·성능 시험·안전 분석과 철도 차량 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,자동화설비기능사,PLC·센서·액추에이터 등으로 구성된 공장 자동화 설비를 설치·조작·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,항로표지기사,등대·부표·레이더비콘 등 항로표지 시스템 전반을 설계하고 유지관리를 총괄하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,항로표지산업기사,등대·부표·레이더 비콘 등 항로표지 시설의 설계·시공·유지관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,항로표지기능사,항만·해안의 등대·부표·레이더비콘 등 항로표지 시설을 설치·점검·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,제품응용모델링기능사,3D CAD 프로그램을 활용하여 공업 제품의 형상을 3차원으로 모델링하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,기상예보기술사,수치 예보 모델 분석·기상 자료 해석·기상 예보 시스템 개선을 자문하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,항공기체기술사,항공기 기체 구조 설계·강도 해석·감항성 유지 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,항공기관기술사,항공기 엔진의 설계·성능 분석·정비 기술 개발과 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능장,전기기능장,전기 설비 시공·유지보수 현장에서 작업을 총괄하고 기능 인력을 지도하는 최고 수준의 숙련 기능 인력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,배관기능사,급수·급탕·난방·가스·소방 등 각종 배관 시스템을 설치·접합·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,표면처리기능사,금속·비금속 제품 표면에 도금·산화·코팅 등을 처리하여 내식성·내마모성·외관을 개선하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,인쇄기능사,오프셋·그라비아·스크린 등 다양한 인쇄 방식으로 제품을 인쇄하는 현장 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,식품가공기능사,식품 원료를 가공·제조하여 안전한 식품을 생산하는 식품 제조 공정의 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,전기기능사,"전기 설비의 설치·배선·점검·수리에 필요한 기초 실무 능력을 검증하는 국가기술자격으로, 전기 현장 취업의 입문 자격으로 널리 활용된다."
T,국가기술자격,기능사,원예기능사,채소·화훼·과수 등의 원예 작물을 재배·관리하고 수확·유통하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,철도운송산업기사,철도 여객·화물 운송 서비스 운영 계획 수립과 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,산림기술사,산림 자원 관리·산림 생태 복원·임업 경영 전략과 산림 정책 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,금속재료기사,금속 재료의 제조·가공·열처리·특성 평가를 종합적으로 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전자계산기제어산업기사,컴퓨터를 이용한 산업 설비 제어 시스템을 설계·운용하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,컴퓨터응용선반기능사,CNC 선반을 조작하여 도면에 따라 원통형 금속 부품을 가공하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,컴퓨터응용밀링기능사,CNC 밀링 머신을 조작하여 도면에 따라 평면·곡면 금속 부품을 가공하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,철도차량정비기능사,전동차·기관차·객차 등 철도 차량의 기계·전기 장치를 점검·수리·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,압연기능사,고온의 금속 소재를 압연 롤 사이에 통과시켜 판재·봉재·형재 등으로 성형하는 압연 공정 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,피복아크용접기능사,피복 아크 용접 방식으로 금속 구조물을 접합하는 용접 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,어업생산관리기사,연근해·원양 어업의 어획 작업 계획 수립과 어업 자원 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,에너지관리기사,보일러·압력용기·에너지 사용 설비의 안전 운전과 에너지 절약 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,에너지관리산업기사,에너지 사용 설비의 운전·점검과 에너지 절약 방안 수립에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,산업계측제어기술사,공정 자동화·계측 시스템·제어 루프 설계와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,위험물산업기사,위험물 취급·저장·운반 시설의 안전관리와 자격 취득자 감독에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능장,위험물기능장,위험물 제조·저장·취급 현장에서 안전관리를 총괄하고 기능 인력을 지도하는 최고 수준의 숙련 기능 인력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,유기농업기능사,화학 농약·비료를 사용하지 않고 유기물·천연 자재를 활용하여 친환경 유기 농산물을 재배하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,자동차보수도장기능사,사고·마모로 손상된 자동차 외장을 연마·퍼티·도장하여 원래 색상과 광택으로 복원하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,설비보전기사,생산 설비의 신뢰성 분석·예방 보전 계획 수립·설비 개선에 필요한 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,설비보전기능사,공장 생산 설비의 고장을 예방하고 일상 점검·윤활·수리 등 설비 보전 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전자부품장착산업기사,SMT(표면실장기술) 공정을 이용하여 PCB에 전자 부품을 자동 장착하는 공정을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,전자부품장착기능사,PCB(인쇄회로기판)에 전자 부품을 정해진 위치에 납땜·장착하는 전자 조립 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,화학분석기사,화학 물질의 정성·정량 분석과 분석 방법 개발 및 품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,타워크레인운전기능사,건설 현장에서 자재를 고층으로 인양·이동시키는 타워크레인을 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,반도체설계산업기사,반도체 집적회로(IC) 설계 및 검증 프로세스에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,산업기계설비기술사,산업용 기계 설비의 설계·설치·성능 평가와 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,화공기술사,화학 공정의 설계·최적화·안전성 분석과 기술 자문을 수행하는 최고 수준의 화공 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,조선기술사,선박의 설계·건조·성능 평가와 조선 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,품질경영기사,통계적 공정 관리·품질 시스템 구축·불량 개선 활동을 통해 제품 및 서비스 품질을 향상시키는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,의료전자기능사,의료용 전자 기기(심전도·혈압·체온 측정기 등)를 조립·점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,의공산업기사,의료 기기의 원리·설계·유지보수·안전관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,의공기사,의료 기기의 개발·제작·임상 적용·유지보수를 종합적으로 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,전기철도산업기사,전기철도 전력 공급·전차선 설비의 설치·점검에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,산림기사,산림의 조성·육성·보호·이용 및 산림 자원 조사·임업 경영 계획 수립에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,판금제관산업기사,강판의 절단·성형·용접을 통해 탱크·덕트 등 판금 제관 제품을 제작하고 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,컴퓨터응용가공산업기사,CAM 소프트웨어를 활용하여 CNC 공작기계의 가공 프로그램을 작성하고 금속 부품을 가공하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,품질경영산업기사,제품 및 서비스 품질 관리를 위한 통계 분석·검사 계획 수립에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,기계기술사,기계 시스템의 설계·분석·성능 평가와 기계공학 분야의 종합 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,컴퓨터시스템응용기술사,컴퓨터 시스템 아키텍처 설계·성능 최적화·소프트웨어 공학 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,섬유기술사,섬유 신소재 개발·섬유 제조 공정 최적화와 섬유 산업 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,금형기능사,사출·프레스·다이캐스팅 등에 사용되는 금형을 도면에 따라 제작·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,건설기계정비기능사,굴착기·불도저·크레인 등 건설 기계의 엔진·유압·전기 장치를 점검·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,판금제관기능사,강판을 절단·굽힘·용접하여 덕트·탱크·구조물 등 판금 제관 제품을 제작하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,제강기능사,전로·전기로에서 선철·고철을 용해·정련하여 강을 생산하는 제강 공정의 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,기상감정기사,기상 자료를 분석하여 날씨 관련 사건·사고의 기상 조건을 감정·평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,재료조직평가산업기사,금속·세라믹·복합 재료의 미세조직을 분석하고 특성을 평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,섬유기사,섬유 원사·직물·편물의 제조 공정과 품질 관리를 설계·관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,에너지관리기능사,보일러·열교환기·냉동 설비 등 열에너지 설비를 안전하고 효율적으로 운전·관리하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,위험물기능사,인화성·가연성 등 위험성을 지닌 위험물을 안전하게 저장·취급·운반하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,컨테이너크레인운전기능사,항만에서 컨테이너 선박의 하역·적재 작업을 수행하는 컨테이너 크레인(갠트리 크레인)을 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,섬유산업기사,섬유 제조 공정의 원사·직물·가공 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,철도전기신호기능사,철도 선로의 신호기·전철기·연동 장치 등 철도 전기신호 설비를 설치·점검·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,광학기기산업기사,렌즈·광섬유·레이저 등 광학 기기의 제조·검사·조정에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기술사,금속제련기술사,금속 광석의 제련 공정(제선·제강·비철)을 설계·최적화하고 기술 자문을 수행하는 최고 수준의 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
S,국가전문자격,산업안전지도사,산업안전지도사(건설안전),건설 현장의 산업재해 예방을 위한 기술적·관리적 지도 업무를 수행하는 전문 안전 컨설턴트를 검증하는 국가전문자격이다.
S,국가전문자격,산업안전지도사,산업안전지도사(화공안전),화학 공정 및 화공 설비의 산업재해 예방을 위한 기술적·관리적 지도 업무를 수행하는 전문 안전 컨설턴트를 검증하는 국가전문자격이다.
T,국가기술자격,기사,신재생에너지발전설비기사(태양광),태양광 발전 시스템의 설계·시공·운영·유지보수를 종합적으로 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,신재생에너지발전설비기능사(태양광),태양광 발전 모듈·인버터·모니터링 시스템을 설치·운전·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,그린전동자동차기사,전기차·하이브리드차 등 친환경 전동 자동차의 구동 시스템·배터리·충전 시스템을 점검·정비하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
S,국가전문자격,수산물품질관리사,수산물품질관리사,수산물의 품질 등급 판정·위생 관리·유통 개선 업무를 담당하며 안전한 수산물 공급을 위한 전문인력을 검증하는 국가전문자격이다.
S,국가전문자격,산업보건지도사,산업보건지도사(직업환경의학),사업장의 근로자 건강 관리와 직업성 질환 예방을 위한 의학적 관점의 보건 지도 업무를 수행하는 전문가를 검증하는 국가전문자격이다.
S,국가전문자격,산업보건지도사,산업보건지도사(산업위생공학),사업장의 유해 환경 평가·개선 및 근로자 건강 보호를 위한 산업위생 관점의 보건 지도 업무를 수행하는 전문가를 검증하는 국가전문자격이다.
T,국가기술자격,기사,임베디드기사,마이크로프로세서 기반 임베디드 시스템의 하드웨어·소프트웨어를 설계하고 구현하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,반도체설비보전기능사,반도체 제조 공정에 사용되는 노광·식각·증착·CMP 설비를 점검·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
S,국가전문자격,산업안전지도사,산업안전지도사(기계안전),기계 설비 및 기계 공정의 산업재해 예방을 위한 기술적·관리적 지도 업무를 수행하는 전문 안전 컨설턴트를 검증하는 국가전문자격이다.
S,국가전문자격,손해평가사,손해평가사,자연재해·병충해 등으로 인한 농업재해 피해 규모를 현장에서 직접 조사하고 손해액을 산정하는 농업재해보험 전문 평가인력을 검증하는 국가전문자격이다.
T,국가기술자격,기사,신재생에너지발전설비산업기사(태양광),태양광 발전 시스템의 설계·시공·점검·유지보수에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,화재감식평가산업기사,화재 발생 원인·경로·피해를 현장 조사하고 평가하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,천공기운전기능사,건설·광산·지반 조사 현장에서 지반에 구멍을 뚫는 천공기를 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,온실가스관리기사,온실가스 배출량을 조사·산정·감축하고 탄소 배출권 관리 업무를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
S,국가전문자격,산업안전지도사,산업안전지도사(전기안전),전기 설비 및 전기 작업의 산업재해 예방을 위한 기술적·관리적 지도 업무를 수행하는 전문 안전 컨설턴트를 검증하는 국가전문자격이다.
T,국가기술자격,기사,화재감식평가기사,화재 현장의 발화 원인 규명과 피해 평가를 종합적으로 수행하는 고급 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기사,방수산업기사,건축물·토목 구조물의 방수 공법을 설계하고 시공을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,자동차정비기능사,자동차의 엔진·변속기·제동장치·전기장치 등을 점검·수리하는 기초 정비 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,항공기체정비기능사,항공기 기체(동체·날개·착륙장치 등)의 구조 손상을 점검하고 수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,공조냉동기계기능사,냉·난방·환기 공조 설비와 냉동 설비를 설치·운전·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,자동화설비기능사,PLC·센서·액추에이터 등으로 구성된 공장 자동화 설비를 설치·조작·유지보수하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,열처리기능사,금속 재료의 경도·강도·내마모성을 개선하기 위한 담금질·뜨임·소둔 등 열처리 공정 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,화학분석기능사,화학 실험실이나 품질 관리 현장에서 각종 화학 물질의 성분·함량을 분석하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,전자캐드기능사,OrCAD·PADS 등 전자 CAD 프로그램으로 PCB 레이아웃과 전자 회로 도면을 작성하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,전자기능사,전자 부품의 특성 이해 및 전자 회로 설계·조립·측정·수리에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,전자계산기기능사,전자계산기(컴퓨터) 하드웨어 조립·점검·수리 및 기초 운용에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,자동차보수도장기능사,사고·마모로 손상된 자동차 외장을 연마·퍼티·도장하여 원래 색상과 광택으로 복원하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,측량기능사,토지·구조물의 위치·형상·면적을 측정하고 기록하는 측량 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,콘크리트기능사,콘크리트의 배합 설계·타설·양생·거푸집 조립 등 콘크리트 시공 현장에서 요구되는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,전산응용건축제도기능사,CAD 프로그램을 이용하여 건축 도면을 작성하는 건축 제도 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,전산응용토목제도기능사,CAD 프로그램을 이용하여 도로·교량·댐 등 토목 구조물의 도면을 작성하는 기초 실무 능력을 검증하는 국가기술자격이다.
T,국가기술자격,기능사,이산화탄소가스아크용접기능사,CO₂ 가스아크용접(MAG 용접) 방식으로 철강 구조물을 접합하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,웹디자인개발기능사,HTML·CSS·JavaScript를 활용하여 웹 페이지를 기획·디자인·제작하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,타워크레인운전기능사,건설 현장에서 자재를 고층으로 인양·이동시키는 타워크레인을 안전하게 운전하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,천장크레인운전기능사,공장·창고 등에 설치된 천장 주행 크레인을 안전하게 운전하여 중량물을 이동시키는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,조경기능사,공원·정원·가로수 등의 녹지 공간을 조성하고 식재·포장·구조물 시공 작업을 수행하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,용접산업기사,다양한 용접 공법의 설계·시공·품질 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,소방설비산업기사(전기분야),자동화재탐지·경보·소화 설비의 전기 부문 설계·시공·점검에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,실내건축기사,주거·업무·상업 공간의 실내를 기능적·심미적으로 설계하고 시공 감리를 수행하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,기계설계기사,기계 장치와 부품을 역학·재료 특성에 기반하여 설계하고 3D CAD 도면을 작성하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,기계조립산업기사,기계 부품을 도면에 따라 조립하고 조립 정밀도를 검사하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,컴퓨터응용가공산업기사,CAM 소프트웨어를 활용하여 CNC 공작기계의 가공 프로그램을 작성하고 금속 부품을 가공하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,농업기계산업기사,농업 기계의 설계·제작·정비·운용에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
S,국가전문자격,기술지도사,기술지도사(정보기술관리),"중소기업의 정보기술(IT) 시스템 구축·운영·보안 분야 경영혁신을 지원하는 기술지도사 자격의 전문과목으로, IT 관리 역량을 검증하는 국가전문자격이다."
C,과정평가형자격,기사,사출금형산업기사,플라스틱 사출 금형의 설계·제작·수정에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,프레스금형산업기사,금속 판재를 프레스로 성형하는 프레스 금형의 설계·제작에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,기계설계산업기사,기계 장치 및 부품을 설계하고 CAD로 도면을 작성하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,자동화설비산업기사,PLC·로봇·센서 등을 이용한 생산 자동화 시스템을 설계·구축·유지보수하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,설비보전산업기사,생산 설비의 예방 보전 계획 수립·상태 진단·수리 관리에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,치공구설계산업기사,금속 가공·조립 공정에 사용되는 지그·픽스처 등 치공구를 설계하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,금속재료산업기사,금속 재료의 제조·열처리·품질 시험 및 재료 선정에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,정밀측정산업기사,3차원 측정기·레이저 트래커 등 정밀 측정 장비를 활용하여 기계 부품 치수를 측정하고 분석하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,위험물산업기사,위험물 취급·저장·운반 시설의 안전관리와 자격 취득자 감독에 필요한 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,실내건축산업기사,주거·상업 공간의 실내 환경을 기능적·심미적으로 설계하고 시공을 관리하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,정보처리산업기사,소프트웨어 개발·데이터베이스 관리·시스템 운영에 필요한 IT 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기사,공조냉동기계산업기사,냉·난방·환기 공조 및 냉동 설비를 설계·시공·운전·유지보수하는 전문 지식과 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,컴퓨터응용선반기능사,CNC 선반을 조작하여 도면에 따라 원통형 금속 부품을 가공하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,컴퓨터응용밀링기능사,CNC 밀링 머신을 조작하여 도면에 따라 평면·곡면 금속 부품을 가공하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,축산기능사,소·돼지·닭 등 가축의 사육·관리·위생 관리에 필요한 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,기계가공조립기능사,선반·밀링·드릴 등 공작 기계를 이용해 금속 부품을 가공하고 조립하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,금형기능사,사출·프레스·다이캐스팅 등에 사용되는 금형을 도면에 따라 제작·수리하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,정밀측정기능사,마이크로미터·버니어캘리퍼스·게이지 등 정밀 측정 기기를 사용하여 기계 부품의 치수를 정확하게 측정하는 기초 실무 능력을 검증하는 국가기술자격이다.
C,과정평가형자격,기능사,정보처리기능사,"컴퓨터 하드웨어·소프트웨어 기초 지식과 데이터 처리, 프로그래밍 초급 능력을 갖춘 IT 분야 입직 인력을 검증하는 국가기술자격이다."
